acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.9,0.08,3.49,30.67,1.44,490.63,3.6050658801192528,11:57:59
0.86,0.14,3.41,46.22,495.59,476.92,3.519559631544833,11:57:59
0.91,0.06,3.47,7.32,0.67,497.6,3.587840576168345,11:58:00
0.88,0.07,3.45,2.06,4.36,498.45,3.5611514991642803,11:58:00
0.87,0.09,3.46,490.41,0.24,4.82,3.5688373456911706,11:58:01
0.89,0.09,3.47,484.24,2.33,6.82,3.583448060178911,11:58:01
0.89,0.07,3.5,489.53,1.32,3.04,3.612063122372033,11:58:02
0.89,0.12,3.45,12.41,0.14,494.85,3.564968443058087,11:58:02
0.89,0.09,3.47,6.35,-0.89,500.63,3.583448060178911,11:58:03
0.89,0.07,3.46,494.92,0.9,1.61,3.573317786035829,11:58:03
0.89,0.07,3.48,494.74,498.24,2.2,3.5926870167049065,11:58:03
0.88,0.07,3.46,498.8,-0.72,1.95,3.5708402372550916,11:58:03
0.87,0.07,3.43,490.51,-0.89,4.28,3.53930784193746,11:58:04
0.87,0.12,3.42,474.67,2.36,9.32,3.5309630414378455,11:58:04
0.86,0.13,3.43,461.64,496.66,15.79,3.5385590287573274,11:58:05
0.87,0.11,3.44,476.48,496.73,14.0,3.5500140844791024,11:58:05
0.86,0.15,3.44,491.93,1.66,2.41,3.5490421242921304,11:58:06
0.88,0.17,3.48,1.9,3.86,495.71,3.593563690822802,11:58:06
0.87,0.19,3.45,495.54,0.36,2.71,3.563074515078235,11:58:07
0.87,0.18,3.48,499.16,4.27,499.75,3.5916152355173017,11:58:07
0.91,0.08,3.58,30.75,1.52,498.34,3.694712438066053,11:58:08
0.86,0.15,3.47,46.29,495.67,483.31,3.578128002182147,11:58:08
0.92,0.06,3.55,7.39,0.72,506.56,3.667764987018661,11:58:09
0.88,0.08,3.5,2.11,4.39,505.81,3.6098199401078164,11:58:09
0.87,0.1,3.52,490.46,0.31,10.19,3.627299270807414,11:58:10
0.9,0.09,3.54,484.34,2.35,9.47,3.6537241275170187,11:58:10
0.9,0.08,3.53,489.56,1.35,12.61,3.643802958448769,11:58:11
0.89,0.13,3.52,12.44,0.2,498.37,3.6330978516962626,11:58:11
0.9,0.1,3.53,6.41,-0.86,504.62,3.644296914358104,11:58:12
0.9,0.07,3.48,494.96,0.93,8.97,3.5951773252511483,11:58:12
0.9,0.08,3.53,494.83,498.27,4.09,3.643802958448769,11:58:13
0.89,0.07,3.5,498.81,-0.64,8.91,3.612063122372033,11:58:13
0.88,0.07,3.47,490.6,-0.87,8.19,3.580530686923378,11:58:14
0.88,0.13,3.45,474.77,2.45,11.26,3.5628359490720314,11:58:14
0.87,0.13,3.46,461.65,496.69,25.26,3.570070027324394,11:58:15
0.88,0.12,3.46,476.57,496.75,19.34,3.5721702087106655,11:58:15
0.87,0.15,3.53,492.01,1.71,8.05,3.6387223032267797,11:58:16
0.89,0.18,3.53,1.97,3.95,502.06,3.6449142651096746,11:58:16
0.88,0.2,3.54,495.6,0.42,10.94,3.6532177597290856,11:58:17
0.88,0.18,3.51,499.23,4.28,504.26,3.623106401970552,11:58:17
0.91,0.09,3.59,30.83,1.59,502.64,3.704632235458737,11:58:18
0.87,0.15,3.57,46.3,495.75,489.19,3.6775399386002596,11:58:18
