acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
3.01,0.02,3.81,498.49,1.47,500.48,4.855574116415071,12:17:35
3.01,0.02,3.81,496.64,-1.6,1.19,4.855574116415071,12:17:36
3.0,0.02,3.81,498.16,1.37,0.87,4.849381403849361,12:17:36
3.01,0.01,3.8,498.81,0.63,500.73,4.847700485797364,12:16:39
3.02,0.01,3.78,499.35,0.35,1.61,4.838274485805864,12:16:39
3.02,0.03,3.77,497.28,-1.49,0.94,4.830548623086202,12:16:40
3.03,0.03,3.8,498.38,-0.15,1.01,4.860226332178369,12:16:40
3.02,0.03,0.11,11.96,446.11,494.1,3.0221515514613095,12:16:41
3.04,0.01,0.4,497.24,479.73,4.39,3.0662191702485977,12:16:41
3.17,0.16,0.54,496.51,474.34,10.26,3.219642837334601,12:16:42
3.16,0.19,0.48,3.58,31.61,3.44,3.201890066819909,12:16:42
3.01,0.06,3.87,476.87,55.92,495.35,4.903121454746965,12:16:43
3.01,0.1,3.69,496.05,-0.64,500.95,4.76300325425041,12:16:43
3.01,0.07,3.75,2.22,494.83,494.9,4.80910594601533,12:16:44
3.01,0.03,3.78,498.7,2.06,500.75,4.83212168720946,12:16:44
3.01,0.03,3.76,498.77,1.86,0.89,4.816492499734635,12:16:45
3.01,0.02,3.84,498.54,1.56,501.79,4.879149516052977,12:16:45
3.01,0.02,3.87,496.67,-1.55,2.89,4.90279512115283,12:16:46
3.01,0.03,3.89,498.2,1.45,5.62,4.918648188272871,12:16:46
3.02,0.02,3.82,498.84,0.65,508.05,4.86962010838628,12:16:47
3.02,0.02,3.79,499.41,0.38,10.66,4.84612216106858,12:16:47
3.02,0.04,3.79,497.37,-1.47,2.27,4.846245969820352,12:16:48
3.04,0.04,3.88,498.44,-0.13,4.25,4.929259579287745,12:16:48
3.02,0.03,0.2,12.03,446.19,496.32,3.026763948510025,12:16:49
3.05,0.02,0.43,497.26,479.76,8.53,3.080227264342682,12:16:49
3.17,0.16,0.61,496.61,474.42,11.67,3.232120047275472,12:16:50
3.16,0.2,0.55,3.62,31.64,8.37,3.2137361434940486,12:16:50
3.02,0.07,3.91,476.94,56.02,498.07,4.94099180327189,12:16:51
3.01,0.11,3.78,496.12,-0.6,504.75,4.8332804594809105,12:16:51
3.02,0.07,3.76,2.32,494.86,502.18,4.823162862686683,12:16:52
3.01,0.03,3.85,498.79,2.08,507.07,4.887074789687589,12:16:52
3.02,0.03,3.8,498.78,1.95,7.45,4.853998351874463,12:16:53
