acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.92,0.37,3.79,499.2,497.6,497.85,3.9175757810156013,12:45:43
0.92,0.38,3.77,497.78,1.56,1.58,3.8991922240382046,12:45:44
0.92,0.38,3.78,497.64,2.54,500.92,3.9088617268969745,12:45:44
0.93,0.38,3.8,498.15,0.91,1.28,3.930559756574119,12:45:45
0.93,0.37,3.79,498.53,-0.16,500.42,3.919936223970997,12:45:45
0.92,0.39,3.78,497.79,-0.15,500.39,3.9098465443032415,12:45:46
0.91,0.39,3.77,498.29,0.73,500.52,3.8978327311468868,12:45:46
0.92,0.39,3.78,498.0,0.69,500.26,3.9098465443032415,12:45:47
0.92,0.39,3.79,496.9,2.03,500.16,3.9195152761534175,12:45:47
0.92,0.41,3.81,496.87,0.21,0.93,3.940888224753399,12:45:48
0.92,0.4,3.8,497.78,0.89,0.85,3.9301908350613206,12:45:48
0.92,0.41,3.82,494.46,1.02,497.2,3.9505569227641817,12:45:49
0.9,0.44,3.85,497.05,2.23,500.13,3.9782031119589663,12:45:49
0.9,0.45,3.88,4.93,497.53,495.94,4.008353776801644,12:45:50
0.86,0.47,3.74,13.03,479.07,485.75,3.866277279244209,12:45:50
0.75,0.49,3.52,7.58,492.15,496.34,3.632216953872662,12:45:51
0.64,0.58,3.35,5.35,479.5,482.7,3.4595519941171573,12:45:51
0.47,0.5,3.32,2.32,496.66,500.1,3.3901769865303493,12:45:52
0.41,0.54,3.15,6.92,497.81,487.35,3.222142144598838,12:45:52
0.46,0.53,3.37,480.18,25.34,27.7,3.442295745574456,12:45:53
0.61,0.54,3.37,490.69,4.1,19.03,3.46707369405382,12:45:53
0.69,0.56,3.38,493.95,0.07,4.86,3.4948676655919315,12:45:54
0.62,0.56,3.36,495.35,-0.95,6.76,3.462311366702885,12:45:54
0.65,0.5,3.35,492.66,2.89,11.0,3.448912872196107,12:45:55
0.64,0.49,3.33,6.1,2.69,492.64,3.426164035769449,12:45:55
0.63,0.5,3.34,491.47,496.01,1.1,3.435476677260377,12:45:56
0.66,0.54,3.4,3.8,18.49,499.08,3.505310257309615,12:45:56
0.69,0.56,3.4,0.87,497.41,495.06,3.5142139946224105,12:45:57
0.61,0.48,3.41,4.84,3.15,497.03,3.497227473299385,12:45:57
0.66,0.52,3.39,498.88,6.31,494.06,3.492577844515423,12:45:58
0.66,0.54,3.43,2.9,11.36,497.05,3.534416500640523,12:45:59
0.66,0.61,3.45,9.17,5.66,488.62,3.5651367435205064,12:45:59
0.61,0.48,3.38,10.5,15.18,496.64,3.467982122214588,12:46:00
0.64,0.53,3.35,500.13,498.1,495.33,3.4515214036711406,12:46:00
0.66,0.56,3.36,4.58,11.36,491.72,3.469697393145402,12:46:01
0.7,0.52,3.44,20.59,22.63,490.1,3.5488026149674767,12:46:01
0.66,0.53,3.36,1.93,491.99,498.03,3.4649819624350138,12:46:02
0.64,0.46,3.38,494.16,496.56,7.9,3.4706771673550967,12:46:02
0.65,0.52,3.37,498.16,-1.1,496.94,3.4712821838623262,12:46:03
0.66,0.59,3.4,491.63,5.69,499.97,3.5133602149509233,12:46:03
0.76,0.52,3.46,9.03,9.31,496.67,3.5804468994805663,12:46:04
0.61,0.53,3.38,494.63,489.98,2.29,3.4752553862989695,12:46:04
