acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
3.03,3.85,3.8,498.76,0.79,0.84,6.200274187485582,09:39:4
3.03,3.84,3.8,498.66,0.49,500.91,6.194069744521771,09:39:4
3.03,3.84,3.8,498.49,0.52,0.89,6.194069744521771,09:39:4
3.02,3.85,3.8,499.3,0.9,0.95,6.195393449975554,09:39:4
3.01,3.84,3.8,496.74,1.87,500.57,6.18431079425994,09:39:4
3.03,3.85,3.8,497.42,-0.73,500.72,6.200274187485582,09:39:4
3.02,3.84,3.79,497.62,-1.85,1.13,6.18304940947426,09:39:4
3.02,3.85,3.81,498.77,0.31,1.02,6.201532068771394,09:39:4
3.03,3.85,3.8,497.78,1.51,500.85,6.200274187485582,09:39:4
3.02,3.85,3.79,498.16,0.62,501.03,6.189264899808378,09:39:4
3.02,3.84,3.8,498.37,-0.05,500.71,6.189184114243169,09:39:4
3.03,3.84,3.8,499.13,0.61,501.03,6.194069744521771,09:39:4
3.02,3.84,3.79,497.99,0.98,500.97,6.18304940947426,09:39:4
3.03,3.84,3.8,498.01,0.18,500.77,6.194069744521771,09:39:4
3.03,3.84,3.8,498.98,1.08,0.87,6.194069744521771,09:39:4
3.02,3.85,3.79,498.35,1.48,1.08,6.189264899808378,09:39:4
3.03,3.85,3.8,499.55,0.61,501.03,6.200274187485582,09:39:4
3.02,3.84,3.8,1.29,-1.13,0.97,6.189184114243169,09:39:5
3.01,3.86,3.83,7.67,3.24,1.26,6.215191067054978,09:39:5
3.0,3.79,3.8,8.9,21.34,4.17,6.148503883059683,09:39:5
3.16,3.86,3.66,487.63,34.49,498.07,6.187147969783816,09:39:5
3.15,3.77,3.35,2.54,4.29,6.74,5.946250919697217,09:39:5
3.09,3.78,3.63,6.81,459.2,8.35,6.08386390380324,09:39:5
3.05,3.8,3.81,498.08,496.03,501.06,6.185353668142186,09:39:5
3.02,3.82,3.88,498.14,497.64,501.0,6.226331182968025,09:39:5
3.02,3.82,3.87,497.6,1.24,2.35,6.220104500729871,09:39:5
3.02,3.84,3.87,498.19,0.04,1.21,6.2324072395824714,09:39:5
3.01,3.83,3.88,497.8,1.12,0.98,6.227631973711999,09:39:5
