acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.9,0.0,0.42,496.65,0.69,500.8,0.993176721434811,10:32:41
0.89,0.0,0.42,498.01,0.13,500.67,0.9841239759298622,10:32:41
0.89,0.0,0.43,497.3,1.53,500.11,0.9884331034521254,10:32:42
0.9,0.0,0.42,499.72,0.72,1.35,0.993176721434811,10:32:42
0.89,0.01,0.43,497.35,0.15,500.73,0.9884836872705588,10:32:43
0.9,0.0,0.43,498.14,-0.05,1.15,0.9974467404327912,10:32:43
0.9,0.0,0.42,498.41,0.77,500.34,0.993176721434811,10:32:44
0.89,0.01,0.43,499.23,0.53,500.96,0.9884836872705588,10:32:44
0.89,0.01,0.44,496.99,0.36,500.66,0.9928746144403129,10:32:45
0.89,0.01,0.43,499.32,0.01,1.86,0.9884836872705588,10:32:45
0.9,0.01,0.42,497.69,-0.37,500.85,0.9932270636667127,10:32:46
0.9,0.0,0.42,498.74,1.69,500.89,0.993176721434811,10:32:46
1.04,3.85,0.72,6.78,14.92,1.08,4.052468383590426,10:32:53
1.0,0.25,0.34,1.93,481.63,12.25,1.0854031509075326,10:32:54
1.0,3.96,0.45,6.03,11.5,493.46,4.109026648733249,10:32:54
1.03,0.07,0.19,485.75,13.73,1.08,1.0497142468310126,10:32:55
0.98,3.91,0.36,9.06,5.66,497.79,4.046986533212088,10:32:56
0.74,0.04,0.41,475.12,11.04,483.87,0.8469356528095863,10:32:56
0.72,3.95,0.46,7.38,36.65,1.5,4.041348784749963,10:32:57
0.67,4.0,0.43,484.67,465.15,484.33,4.078455590048763,10:32:57
0.71,3.99,0.49,441.44,486.1,477.83,4.082193038061773,10:32:58
0.54,0.05,0.49,384.61,1.6,427.17,0.7308898685848642,10:32:58
0.86,0.14,0.43,405.29,466.12,441.77,0.9716480844420987,10:32:59
0.84,0.19,0.41,7.06,454.15,448.21,0.9538343671728337,10:32:59
0.73,0.38,0.73,490.52,473.95,6.02,1.1000909053346455,10:33:00
0.95,0.19,0.28,500.33,461.37,28.26,1.0084641788382966,10:33:00
1.01,3.99,0.02,489.12,482.25,10.84,4.115896014235539,10:33:01
0.98,3.99,3.76,466.74,26.54,492.02,5.5693895536225515,10:33:01
1.01,3.94,3.98,498.5,1.88,499.51,5.690702944276744,10:33:02
1.01,3.99,0.01,500.21,3.18,1.06,4.115859570004789,10:33:02
1.02,0.0,3.99,498.74,-1.44,498.68,4.118312761313788,10:33:03
1.01,0.01,3.99,499.0,2.27,500.86,4.115859570004789,10:33:03
1.01,4.0,4.0,497.99,-0.53,1.77,5.746311860663325,10:33:04
1.01,3.99,3.99,498.0,-0.19,1.91,5.732390426340481,10:33:04
1.0,3.99,3.97,498.09,0.43,0.87,5.716729834442066,10:33:05
1.01,3.98,3.98,497.67,-1.89,2.38,5.718470075116246,10:33:05
1.0,3.98,3.98,497.98,3.17,499.97,5.716712341897221,10:33:06
1.0,3.97,3.99,497.8,-1.0,1.4,5.716729834442065,10:33:06
1.01,3.97,3.99,498.02,0.21,0.95,5.71848756228428,10:33:07
1.01,3.97,3.98,498.14,0.68,500.68,5.711514685265197,10:33:07
1.01,3.98,3.99,497.84,1.55,500.35,5.72543448132978,10:33:08
1.01,3.97,3.99,498.25,-0.94,1.17,5.71848756228428,10:33:08
1.01,3.97,3.98,498.16,0.15,0.84,5.711514685265197,10:33:09
1.0,3.97,3.96,499.11,3.94,497.6,5.695831809314597,10:33:09
0.99,0.06,0.17,6.55,46.67,468.77,1.0062802790475425,10:33:10
0.73,0.37,0.59,0.72,-0.34,20.19,1.0089103032480142,10:33:10
0.71,0.3,0.59,35.32,12.22,56.94,0.9706698717895801,10:33:11
0.75,0.03,0.6,488.65,3.6,3.16,0.960937042682818,10:33:11
0.78,0.25,0.61,474.82,0.09,473.76,1.0212737145349429,10:33:12
0.81,0.11,0.55,481.07,6.39,487.32,0.9852410872471773,10:33:12
0.82,0.13,0.55,499.23,2.23,1.28,0.9958915603618699,10:33:13
0.8,0.19,0.56,9.08,2.15,6.64,0.9948366700117162,10:33:13
0.79,0.18,0.56,482.69,493.92,485.71,0.9849365461794989,10:33:14
0.81,0.13,0.54,499.54,-0.4,1.64,0.9821405194777375,10:33:14
0.82,0.12,0.53,498.14,0.7,0.98,0.983717439105356,10:33:15
0.82,0.11,0.53,498.67,0.76,1.13,0.98254770876533,10:33:15
0.82,0.12,0.53,0.7,0.92,2.3,0.983717439105356,10:33:17
0.87,0.09,0.53,499.15,-0.05,1.94,1.0226925246622272,10:33:17
0.82,0.11,0.54,497.45,3.11,499.27,0.9879777325425912,10:33:18
0.82,0.11,0.57,499.22,5.02,2.58,1.0046890066085126,10:33:18
0.79,0.1,0.58,499.14,497.14,2.64,0.9851395840184274,10:33:19
0.74,0.07,0.62,484.38,8.41,493.46,0.9679359482941008,10:33:19
0.81,0.07,0.58,494.0,-1.4,0.96,0.9986991538997118,10:33:20
0.8,0.06,0.57,500.78,7.5,1.11,0.9841239759298622,10:33:20
0.83,0.06,0.55,498.54,497.58,500.76,0.9974968671630002,10:33:21
0.81,0.07,0.55,498.36,0.6,500.88,0.9815803584016951,10:33:21
