acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.68,0.31,3.24,1.41,4.48,485.27,3.3250714278042213,12:59:43
0.54,0.54,3.33,21.8,6.73,493.21,3.416445521298415,12:59:43
0.7,0.29,3.25,6.4,14.72,482.5,3.337154476496406,12:59:44
0.54,0.43,3.35,18.77,3.33,500.13,3.420380095837303,12:59:44
0.62,0.36,3.19,498.9,493.06,496.24,3.2695718374123546,12:59:45
0.51,0.38,3.14,2.06,490.51,495.73,3.203763411989094,12:59:45
0.45,0.38,3.13,497.68,497.44,495.71,3.184933280305884,12:59:46
0.45,0.4,3.11,5.62,-0.33,497.03,3.1677436764990943,12:59:46
0.53,0.39,3.16,3.03,11.92,491.35,3.2277856186556133,12:59:47
0.53,0.39,3.19,5.06,482.99,1.68,3.257161340799685,12:59:47
0.51,0.4,3.23,491.74,6.9,495.01,3.294389169481954,12:59:48
0.55,0.39,3.18,1.75,4.89,3.77,3.2506922339710966,12:59:48
0.54,0.36,3.24,5.74,-1.52,500.15,3.3043607551234477,12:59:49
0.56,0.35,3.2,8.38,2.47,498.26,3.26743018288073,12:59:49
0.55,0.39,3.18,0.89,493.96,500.29,3.2506922339710966,12:59:50
0.54,0.37,3.16,498.61,-0.51,498.35,3.227088471052506,12:59:50
0.48,0.4,3.15,494.42,497.73,496.9,3.2113704239779004,12:59:51
0.42,0.44,3.15,493.0,491.5,496.68,3.208192637607661,12:59:51
0.37,0.51,3.14,490.0,497.73,500.71,3.2025926996731884,12:59:52
0.35,0.55,3.18,494.93,5.69,494.16,3.24613616473493,12:59:52
0.35,0.58,3.32,488.73,13.55,10.58,3.3884067052229723,12:59:53
1.11,0.35,3.74,23.29,33.25,30.8,3.916912049050885,12:59:53
0.91,0.36,3.7,4.29,12.91,496.9,3.827231375289453,12:59:54
0.91,0.36,3.71,500.33,2.57,2.81,3.8368997901952038,12:59:54
0.93,0.35,3.72,498.63,0.62,498.9,3.850428547577529,12:59:55
0.92,0.33,3.72,498.45,-0.25,2.26,3.8462579216688004,12:59:55
0.93,0.33,3.72,496.92,0.31,1.79,3.848662105199676,12:59:56
0.93,0.33,3.74,498.83,2.53,498.23,3.867996897620266,12:59:56
0.92,0.37,3.72,497.58,496.02,1.9,3.849896102494196,12:59:57
0.93,0.35,3.72,498.75,2.11,500.42,3.850428547577529,12:59:57
0.94,0.35,3.74,2.01,4.77,499.24,3.8721699342874922,12:59:58
0.93,0.36,3.76,498.48,3.02,1.71,3.89,12:59:58
0.94,0.36,3.8,498.89,1.43,3.26,3.9310558378125333,12:59:59
0.93,0.36,3.8,498.32,0.24,498.65,3.928676621968268,12:59:59
0.93,0.38,3.83,1.61,5.12,496.61,3.9595706837989395,13:00:00
0.92,0.4,3.82,498.03,0.56,500.64,3.9495316177997615,13:00:00
0.92,0.4,3.82,498.56,0.05,500.35,3.9495316177997615,13:00:01
0.93,0.41,3.8,497.94,495.14,1.69,3.933573438999201,13:00:01
0.91,0.4,3.79,498.03,0.98,1.32,3.9181883568812768,13:00:02
0.91,0.41,3.81,497.25,-1.31,2.34,3.9385657287901137,13:00:03
0.92,0.4,3.82,498.25,0.87,1.03,3.9495316177997615,13:00:03
0.92,0.39,3.81,499.82,-1.95,497.1,3.938857702430998,13:00:04
