acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.59,0.07,0.74,16.09,466.05,30.32,0.9489994731294639,10:39:34
0.93,3.85,0.27,456.45,473.78,23.59,3.9699244325301715,10:39:35
0.98,0.02,0.27,32.72,13.24,477.83,1.0167103815738285,10:39:36
1.0,3.96,0.11,6.97,490.25,6.32,4.085792456794643,10:39:36
1.03,0.13,0.1,496.83,4.27,493.43,1.0429765098025938,10:39:37
0.98,3.97,0.12,18.62,497.63,498.53,4.090928989850593,10:39:37
0.96,3.94,0.1,499.48,494.41,4.61,4.056500955256882,10:39:38
1.0,3.93,0.12,486.89,-1.08,498.52,4.0570062854277165,10:39:38
0.99,3.97,0.12,3.29,498.17,500.48,4.093336047773258,10:39:39
0.95,3.89,0.12,17.7,-1.34,3.75,4.006120317713885,10:39:39
0.99,3.98,0.09,472.92,4.17,494.13,4.102267665572299,10:39:40
1.0,3.94,0.11,7.71,2.3,1.81,4.06641119416126,10:39:40
1.0,3.98,0.12,500.75,1.47,500.88,4.105459779366983,10:39:41
0.99,3.97,0.12,496.96,1.03,500.1,4.093336047773258,10:39:41
1.0,3.96,0.13,498.22,0.15,1.76,4.086379815925094,10:39:42
1.0,3.97,0.12,497.98,-0.79,500.39,4.095766106603256,10:39:42
0.99,3.95,0.11,497.55,0.18,500.37,4.073659288649457,10:39:43
1.0,3.96,0.12,497.18,1.75,500.29,4.086073910246852,10:39:43
0.99,3.95,0.12,498.01,1.15,500.89,4.073941580337155,10:39:44
1.0,3.97,0.12,497.8,0.37,500.45,4.095766106603256,10:39:44
0.99,3.97,0.11,498.05,0.11,500.68,4.093055093692241,10:39:45
0.99,3.96,0.11,498.15,0.4,500.98,4.083356462519529,10:39:45
1.0,3.96,0.12,497.59,1.67,0.86,4.086073910246852,10:39:46
0.99,3.96,0.13,497.99,1.47,2.16,4.083944171998437,10:39:46
0.99,3.95,0.13,497.64,0.53,500.29,4.074248396943907,10:39:47
0.99,3.96,0.11,498.9,-0.06,1.04,4.083356462519529,10:39:47
0.99,3.98,0.12,497.58,2.08,499.38,4.103035461703932,10:39:48
1.0,3.95,0.12,498.48,-0.32,0.95,4.076383200828891,10:39:48
1.0,3.96,0.12,498.19,-0.13,501.0,4.086073910246852,10:39:49
1.0,3.96,0.12,498.22,0.37,0.96,4.086073910246852,10:39:49
1.0,3.97,0.11,498.9,-0.19,2.75,4.095485319226526,10:39:50
1.0,3.97,0.12,496.64,0.72,498.57,4.095766106603256,10:39:50
0.99,3.97,0.12,500.34,1.01,5.47,4.093336047773258,10:39:51
0.99,3.93,0.11,494.68,0.37,496.86,4.054269354643325,10:39:51
0.99,3.97,0.12,498.74,-0.47,2.81,4.093336047773258,10:39:52
1.0,3.92,0.11,496.06,-0.46,498.35,4.047035952397755,10:39:52
1.0,3.96,0.12,498.48,0.45,1.48,4.086073910246852,10:39:53
1.0,3.94,0.12,497.09,0.3,498.74,4.066693988979255,10:39:53
0.99,3.97,0.11,498.69,0.05,1.96,4.093055093692241,10:39:54
1.0,3.93,0.12,497.5,0.22,499.46,4.0570062854277165,10:39:54
0.99,3.97,0.11,499.35,0.11,1.9,4.093055093692241,10:39:55
0.99,3.94,0.13,497.44,3.98,500.46,4.064554096084834,10:39:55
0.96,3.87,0.15,1.3,6.23,13.7,3.990112780360976,10:39:56
0.95,3.84,0.24,6.07,7.98,1.77,3.963041761071917,10:39:56
0.96,3.89,0.29,493.49,0.0,496.71,4.0171880712757275,10:39:57
0.96,3.91,0.25,496.74,497.98,500.13,4.0338815054485675,10:39:58
0.96,3.91,0.25,497.84,0.08,0.96,4.0338815054485675,10:39:58
0.97,3.91,0.24,498.12,0.91,500.92,4.035665992125711,10:39:59
0.97,3.9,0.25,497.48,-0.01,0.84,4.026586643796455,10:39:59
0.96,3.89,0.25,498.85,1.56,1.51,4.014498723377553,10:40:00
0.95,3.89,0.29,497.88,2.6,1.4,4.014810082681372,10:40:00
0.94,3.88,0.29,500.36,1.6,1.41,4.002761546732455,10:40:01
0.94,3.89,0.31,498.02,0.53,500.84,4.013950672342649,10:40:01
0.94,3.92,0.3,498.96,0.63,2.99,4.042276586281547,10:40:04
0.96,3.92,0.26,497.65,0.02,500.13,4.044205731661039,10:40:27
0.96,3.91,0.26,495.03,-0.63,500.96,4.034513601414674,10:40:28
0.95,3.88,0.28,500.11,3.74,2.9,4.0044100689115245,10:40:28
0.94,3.88,0.28,491.47,495.21,493.89,4.00204947495655,10:40:29
0.95,3.9,0.28,495.97,-0.26,499.94,4.023791744114002,10:40:29
0.95,3.91,0.28,498.16,1.42,501.0,4.033484845639066,10:40:30
0.95,3.9,0.3,498.29,0.47,500.97,4.025232912515746,10:40:30
0.95,3.9,0.27,497.58,-0.4,500.61,4.023108251091437,10:40:31
0.95,3.89,0.29,498.76,1.81,2.01,4.014810082681372,10:40:31
0.94,3.88,0.31,500.58,5.63,3.13,4.004260231303655,10:40:32
0.93,3.87,0.35,497.9,2.29,1.51,3.995535007980784,10:40:32
0.93,3.87,0.34,496.99,498.26,499.64,3.9946714508204555,10:40:33
0.94,3.87,0.32,498.04,0.11,500.26,3.9953598085779456,10:40:33
0.94,3.88,0.33,498.38,-0.45,500.72,4.005858210171698,10:40:34
0.94,3.89,0.3,497.03,497.69,499.92,4.0131907505126145,10:40:34
0.95,3.89,0.29,498.29,0.01,500.77,4.014810082681372,10:40:35
0.94,3.88,0.3,498.35,0.91,500.74,4.00349847008838,10:40:35
0.94,3.88,0.29,498.05,0.44,500.7,4.002761546732455,10:40:36
0.94,3.89,0.29,497.85,-0.05,500.87,4.012455607231064,10:40:36
0.95,3.9,0.29,497.87,0.27,1.07,4.0244999689402405,10:40:37
0.95,3.88,0.28,498.53,0.08,500.13,4.0044100689115245,10:40:37
0.95,3.9,0.28,498.29,0.4,500.25,4.023791744114002,10:40:38
0.94,3.9,0.29,498.08,0.28,500.77,4.0221511657320885,10:40:38
0.95,3.9,0.28,498.19,0.34,500.74,4.023791744114002,10:40:39
0.95,3.9,0.28,497.89,0.56,1.1,4.023791744114002,10:40:39
0.94,3.9,0.29,499.1,2.62,500.86,4.0221511657320885,10:40:40
0.59,3.92,0.74,497.5,466.05,30.32,4.032629415158303,10:40:40
0.93,3.91,0.27,498.11,473.78,23.59,4.028138527905911,10:40:41
0.98,3.86,0.27,496.97,13.24,477.83,3.9916036877425594,10:40:41
1.0,3.91,0.11,497.92,490.25,6.32,4.037350616431524,10:40:42
1.03,3.97,0.1,496.36,4.27,493.43,4.1026576752149335,10:40:42
0.98,3.92,0.12,500.17,497.63,498.53,4.0424250147652705,10:40:43
0.96,3.86,0.1,496.93,494.41,4.61,3.978844053239584,10:40:43
1.0,3.98,0.12,497.75,-1.08,498.52,4.105459779366983,10:40:44
0.99,3.96,0.12,498.58,498.17,500.48,4.083638083865905,10:40:44
0.95,3.93,0.12,499.5,-1.34,3.75,4.044972187790665,10:40:45
0.99,3.95,0.09,497.77,4.17,494.13,4.073168299984669,10:40:45
1.0,3.93,0.11,499.54,2.3,1.81,4.056722815278362,10:40:46
1.0,3.89,0.12,497.7,1.47,500.88,4.0182707723596724,10:40:46
0.99,3.88,0.12,497.68,1.03,500.1,4.006107836791216,10:40:47
1.0,3.98,0.13,500.47,0.15,1.76,4.105764240674323,10:40:47
1.0,3.94,0.12,500.36,-0.79,500.39,4.066693988979255,10:40:48
0.99,3.89,0.11,499.85,0.18,500.37,4.015507439913416,10:40:48
1.0,3.95,0.12,497.57,1.75,500.29,4.076383200828891,10:40:49
0.99,3.94,0.12,500.75,1.15,500.89,4.0642465476395495,10:40:49
1.0,3.92,0.12,496.33,0.37,500.45,4.047320101005108,10:40:50
0.99,3.9,0.11,497.45,0.11,500.68,4.025195647418893,10:40:50
0.99,3.95,0.11,497.02,0.4,500.98,4.073659288649457,10:40:51
1.0,3.89,0.12,500.32,1.67,0.86,4.0182707723596724,10:40:51
0.99,3.87,0.13,497.97,1.47,2.16,3.9967361684254317,10:40:52
0.99,3.91,0.13,496.2,0.53,500.29,4.0354801449146045,10:40:52
0.99,3.87,0.11,497.69,-0.06,1.04,3.996135633333784,10:40:53
0.99,3.93,0.12,500.69,2.08,499.38,4.054552996324009,10:40:53
1.0,3.94,0.12,498.51,-0.32,0.95,4.066693988979255,10:40:54
1.0,3.85,0.12,498.03,-0.13,501.0,3.9795602772165672,10:40:54
1.0,3.93,0.12,497.4,0.37,0.96,4.0570062854277165,10:40:55
1.0,3.97,0.11,498.83,-0.19,2.75,4.095485319226526,10:40:55
